2000,128,53
2001,128,53
2002,128,53
2003,128,53
2004,128,53
2005,128,53
2006,128,53
2007,128,53
2008,128,53
2009,128,53
2010,128,53
2011,128,53
2012,128,53
2013,128,53
2014,128,53
2015,128,53
2016,128,53
2017,128,53
2018,128,53
2019,128,53
2020,128,53
2021,128,53
2022,128,53
2023,128,53
2024,128,53
2025,128,53
2026,128,53
2027,128,53
2028,128,53
2029,128,53
2030,128,53
2031,128,53
2032,128,53
2033,128,53
2034,128,53
2035,128,53
2036,128,53
2037,128,53
2038,128,53
2039,128,53
2040,128,53
2041,128,53
2042,128,53
2043,128,53
2044,128,53
2045,128,53
2046,128,53
2047,128,53
2048,128,53
2049,128,53
2050,128,53
2051,128,53
2052,128,53
2053,128,53
2054,128,53
2055,128,53
2056,128,53
2057,128,53
2058,128,53
2059,128,53
2060,128,53
2061,128,53
2062,128,53
2063,128,53
2064,128,53
2065,128,53
2066,128,53
2067,128,53
2068,128,53
2069,128,53
2070,128,53
2071,128,53
2072,128,53
2073,128,53
2074,128,53
2075,128,53
2076,128,53
2077,128,53
2078,128,53
2079,128,53
2080,128,53
2081,128,53
2082,128,53
2083,128,53
2084,128,53
2085,128,53
2086,128,53
2087,128,53
2088,128,53
2089,128,53
2090,128,53
2091,128,53
2092,128,53
2093,128,53
2094,128,53
2095,128,53
2096,128,53
2097,128,53
2098,128,53
2099,128,53
